BOROBOX,BOX_TYPE,LOCATION,ZIP,BOROUGH,COMMUNITYDISTICT,CITYCOUNCIL,LATITUDE,LONGITUDE,Location Point,total_diff
R3837,ERS,RAMBLEWOOD AVE & OAKDALE ST,10308.0,Staten Island,SI03,51.0,40.54573164,-74.15520078,POINT (-74.15520078 40.54573164),20286.507402378775
X2278,ERS,ST ANNS AVE & RAE ST,10455.0,Bronx,BX01,17.0,40.81737256,-73.9113805,POINT (-73.9113805 40.81737256),7798.027729100835
Q8862,BARS,115 AVE & VAN WYCK XWAY E SVC RD,11436.0,Queens,QN12,28.0,40.68144916,-73.80427971,POINT (-73.80427971 40.68144916),9211.214286081975
B0534,ERS,COURT ST & AMITY ST,11201.0,Brooklyn,BK06,39.0,40.68836464,-73.99300452,POINT (-73.99300452 40.68836464),6765.133124771944
B1183,ERS,4 AVE & 90 ST,11209.0,Brooklyn,BK10,43.0,40.61983254,-74.02956408,POINT (-74.02956408 40.61983254),10671.455672519362
Q7225,BARS,REVIEW AVE 1200' W OF LAUREL HILL BLVD,11101.0,Queens,QN02,26.0,40.72909848,-73.93145411,POINT (-73.93145411 40.72909848),5407.081003229098
B0227,BARS,MARCY AVE & HOPE ST,11211.0,Brooklyn,BK01,34.0,40.71291373,-73.95503639,POINT (-73.95503639 40.71291373),5483.0312478151845
Q4487,ERS,CHERRY AVE & MURRAY ST,11355.0,Queens,QN07,20.0,40.75882042,-73.81120157,POINT (-73.81120157 40.75882042),9445.747232448843
Q4663,BARS,CRYDERS LA & BURTON ST,11357.0,Queens,QN07,19.0,40.78880206,-73.79617682,POINT (-73.79617682 40.78880206),10863.932352426493
M1034,ERS,PARK AVE & E 72 ST,10021.0,Manhattan,MN08,4.0,40.77111454,-73.96353315,POINT (-73.96353315 40.77111454),6660.1365424285095
Q5316,BARS,100 AVE & 199 ST,11423.0,Queens,QN12,27.0,40.71033481,-73.76034,POINT (-73.76034 40.71033481),11065.510024314155
R4222,BARS,PRESTON AVE & KING ST,10312.0,Staten Island,SI03,51.0,40.53375614,-74.15758078,POINT (-74.15758078 40.53375614),21005.233317840026
Q5905,ERS,137 RD & 244 ST,11422.0,Queens,QN13,31.0,40.66782116,-73.73310831,POINT (-73.73310831 40.66782116),12846.571765359004
Q5516,BARS,89 AVE & HOLLIS COURT BLVD,11427.0,Queens,QN13,23.0,40.72292938,-73.75345844,POINT (-73.75345844 40.72292938),11502.878926553265
X3790,ERS,INDEPENDENCE AVE & DODGES LA,10471.0,Bronx,BX08,11.0,40.89471443,-73.91148298,POINT (-73.91148298 40.89471443),11493.004739620032
Q7709,BARS,24 AVE & 101 ST,11369.0,Queens,QN03,21.0,40.76674744,-73.86922791,POINT (-73.86922791 40.76674744),7451.599886752998
R4315,ERS,BLOOMINGDALE RD & WOODROW RD,10309.0,Staten Island,SI03,51.0,40.54093995,-74.21763746,POINT (-74.21763746 40.54093995),23653.54017696832
B1470,ERS,6 AVE & 40 ST,11232.0,Brooklyn,BK07,38.0,40.64937636,-74.00228696,POINT (-74.00228696 40.64937636),8189.838612798843
X3879,ERS,BAYCHESTER AVE & CAMP ST,10466.0,Bronx,BX12,11.0,40.90083679,-73.84671668,POINT (-73.84671668 40.90083679),13753.06283833078
M1314,ERS,CENTRAL PARK WEST & W 107 ST,10025.0,Manhattan,,7.0,40.79871853,-73.95953659,POINT (-73.95953659 40.79871853),7296.367905375181
Q9255,BARS,STRONG AVE & 102 ST,11368.0,Queens,QN04,21.0,40.74133607,-73.85932262,POINT (-73.85932262 40.74133607),7279.944217800175
Q7069,BARS,HULL AVE & 66 ST,11378.0,Queens,QN05,30.0,40.72670899,-73.89865243,POINT (-73.89865243 40.72670899),5881.7827825333125
X3927,ERS,FIELDSTON RD & W 256 ST,10471.0,Bronx,BX08,11.0,40.90384463,-73.90038526,POINT (-73.90038526 40.90384463),12200.958166528048
Q4710,ERS,140 AVE & 171 ST,11434.0,Queens,QN12,31.0,40.67102557,-73.7692019,POINT (-73.7692019 40.67102557),11010.314310191983
Q1069,BARS,SEAGIRT BLVD & BEACH 14 ST,11691.0,Queens,QN14,31.0,40.59527141,-73.74820535,POINT (-73.74820535 40.59527141),14986.86099934927
B0680,ERS,MARCY AVE & CLIFTON PL,11216.0,Brooklyn,BK03,36.0,40.68951081,-73.94803898,POINT (-73.94803898 40.68951081),5368.6983225015865
R4298,ERS,MOSELY AVE & FABIAN AVE,10312.0,Staten Island,SI03,51.0,40.53973253,-74.17417301,POINT (-74.17417301 40.53973253),21532.76356491552
R0183,ERS,BARD AVE & SUNSET HILL DRIVE,10301.0,Staten Island,SI01,49.0,40.62445039,-74.10443491,POINT (-74.10443491 40.62445039),14080.692188109098
M1353,ERS,MANHATTAN AVE & W 112 ST,10026.0,Manhattan,MN09,9.0,40.80246979,-73.95868839,POINT (-73.95868839 40.80246979),7381.705119672175
X4793,ERS,E/S PARK AVE & E 182 ST,10457.0,Bronx,BX06,15.0,40.8546611,-73.89505346,POINT (-73.89505346 40.8546611),9883.276211356302
Q7067,BARS,HULL AVE & REMSEN PL,11378.0,Queens,QN05,30.0,40.72542794,-73.90115801,POINT (-73.90115801 40.72542794),5803.683916892164
B1404,ERS,2 AVE & 48 ST,11232.0,Brooklyn,BK07,38.0,40.65021429,-74.01576089,POINT (-74.01576089 40.65021429),8789.053181498437
B2939,ERS,AVENUE L & E 12 ST,11230.0,Brooklyn,BK14,44.0,40.62009477,-73.9632679,POINT (-73.9632679 40.62009477),7922.981946293967
B3378,ERS,AVENUE X & E 4 ST,11223.0,Brooklyn,BK15,47.0,40.59095287,-73.96651951,POINT (-73.96651951 40.59095287),9310.563153303709
B0755,ERS,BUSHWICK AVE & STANHOPE ST,11221.0,Brooklyn,BK04,34.0,40.6942806,-73.92673532,POINT (-73.92673532 40.6942806),5245.852294423207
M0027,ERS,SOUTH ST 250' S OF OLD SLIP,10004.0,Manhattan,MN01,1.0,40.70276385,-74.00881509,POINT (-74.00881509 40.70276385),7402.938337814439
R2426,BARS,SCHEFFELIN AVE & LOWELL ST/RVFD,10306.0,Staten Island,SI02,50.0,40.5797295,-74.13543806,POINT (-74.13543806 40.5797295),17615.407403731115
B0923,ERS,KINGSTON AVE & BERGEN ST,11216.0,Brooklyn,BK08,36.0,40.67564318,-73.94160932,POINT (-73.94160932 40.67564318),5502.767941542666
M1697,ERS,EDGECOMBE AVE & W 166 ST,10032.0,Manhattan,MN12,10.0,40.83785012,-73.93638317,POINT (-73.93638317 40.83785012),8476.060349525123
X2832,ERS,TAYLOR AVE & BRUCKNER BLVD N/B,10473.0,Bronx,BX09,18.0,40.8250917,-73.86398149,POINT (-73.86398149 40.8250917),9451.86852624643
Q5301,BARS,BAISLEY BLVD & BREWER BLVD,11434.0,Queens,QN12,27.0,40.67836455,-73.77947817,POINT (-73.77947817 40.67836455),10367.11365414678
Q6503,ERS,164 ST & 84 DR,11432.0,Queens,QN08,24.0,40.71392573,-73.80211146,POINT (-73.80211146 40.71392573),9183.40745505067
R1279,BARS,OVERLOOK TERR & WINDERMERE RD,10305.0,Staten Island,SI02,50.0,40.60208382,-74.07794811,POINT (-74.07794811 40.60208382),13766.014058490073
M0167,ERS,WEST ST & N MOORE ST,10013.0,Manhattan,MN01,1.0,40.72031851,-74.01216823,POINT (-74.01216823 40.72031851),7670.295065500662
Q7087,ERS,51 AVE & 70 ST,11377.0,Queens,QN02,30.0,40.73555089,-73.89421608,POINT (-73.89421608 40.73555089),6111.729706654389
Q8893,BARS,120 AVE & INWOOD ST,11436.0,Queens,QN12,28.0,40.67681275,-73.794044,POINT (-73.794044 40.67681275),9739.24068750946
Q7756,BARS,30 AVE & 87 ST,11369.0,Queens,QN03,22.0,40.76170492,-73.88174766,POINT (-73.88174766 40.76170492),6927.0985932577905
X3575,ERS,WEBSTER AVE & E GUN HILL RD,10467.0,Bronx,BX07,11.0,40.87864614,-73.87159658,POINT (-73.87159658 40.87864614),11759.483303381776
R0106,ERS,LAFAYETTE AVE & ARNOLD ST,10301.0,Staten Island,SI01,49.0,40.63802492,-74.09386276,POINT (-74.09386276 40.63802492),13004.179753632485
B2258,ERS,GLENWOOD RD & E 87 ST,11236.0,Brooklyn,BK18,46.0,40.64030738,-73.90983126,POINT (-73.90983126 40.64030738),6878.094789739777
B1217,ERS,8 AVE & 7 ST,11215.0,Brooklyn,BK06,39.0,40.66696331,-73.97821264,POINT (-73.97821264 40.66696331),6618.333188533085
B2703,ERS,12 AVE & 45 ST,11219.0,Brooklyn,BK12,44.0,40.63859712,-73.99199028,POINT (-73.99199028 40.63859712),8148.682747049473
R0979,BARS,UNION AVE & RICHMOND TERR,10303.0,Staten Island,SI01,49.0,40.63681702,-74.15794004,POINT (-74.15794004 40.63681702),16201.554876067174
Q6657,BARS,PALO ALTO AVE & 188 ST,11432.0,Queens,QN08,24.0,40.71651727,-73.77424799,POINT (-73.77424799 40.71651727),10455.124807728376
R0435,ERS,OSGOOD AVE & TARGEE ST,10304.0,Staten Island,SI01,49.0,40.61900053,-74.08478224,POINT (-74.08478224 40.61900053),13358.292968505366
Q7376,BARS,36 AVE & 12 ST,11106.0,Queens,QN01,26.0,40.76080162,-73.93914474,POINT (-73.93914474 40.76080162),5940.272256540544
B2595,ERS,11 AVE & 60 ST,11219.0,Brooklyn,BK12,44.0,40.63150351,-74.00295139,POINT (-74.00295139 40.63150351),8923.9175842152
Q7132,BARS,JACKSON AVE & 46 AVE,11101.0,Queens,QN02,26.0,40.74561268,-73.94618648,POINT (-73.94618648 40.74561268),5718.99121569142
Q4829,BARS,CLINTONVILLE ST & 19 AVE,11357.0,Queens,QN07,19.0,40.78145518,-73.80726216,POINT (-73.80726216 40.78145518),10189.901268216901
X3828,ERS,HARPER AVE & LUSTRE ST,10466.0,Bronx,BX12,12.0,40.89110198,-73.83301809,POINT (-73.83301809 40.89110198),13780.30610502364
B4215,ERS,79 ST & 7 AVENUE W/S VZ BRIDGE APP,11209.0,Brooklyn,BK10,43.0,40.62425882,-74.02024706,POINT (-74.02024706 40.62425882),10038.978959174872
Q7124,BARS,46 RD & VERNON BLVD,11101.0,Queens,QN02,26.0,40.74618549,-73.9529457,POINT (-73.9529457 40.74618549),5848.179634500163
B1855,ERS,RIDGEWOOD AVE & LINCOLN AVE,11208.0,Brooklyn,BK05,37.0,40.68611671,-73.86990891,POINT (-73.86990891 40.68611671),6642.077250718562
Q2310,ERS,S/B CI PWAY 1/10 MI S OF F LEWIS BLVD,11357.0,Queens,QN07,19.0,40.78613234,-73.8052195,POINT (-73.8052195 40.78613234),10403.168769509171
B1650,ERS,SARATOGA AVE & ATLANTIC AVE,11233.0,Brooklyn,BK16,41.0,40.67664704,-73.91646486,POINT (-73.91646486 40.67664704),5591.691614085087
B0157,BARS,METROPOLITAN AVE & OLIVE ST,11211.0,Brooklyn,BK01,34.0,40.71459272,-73.93875477,POINT (-73.93875477 40.71459272),5252.584331549418
B2582,ERS,12 AVE & 39 ST,11218.0,Brooklyn,BK12,39.0,40.64195565,-73.98849443,POINT (-73.98849443 40.64195565),7873.4301281486705
X2940,ERS,WASHINGTON AVE & E 175 ST,10457.0,Bronx,BX06,15.0,40.84473793,-73.89934758,POINT (-73.89934758 40.84473793),9300.757795777326
Q2935,ERS,E SVC RD WHITESTONE XWAY & 20 AVE,11357.0,Queens,QN07,19.0,40.78159908,-73.82453917,POINT (-73.82453917 40.78159908),9490.236496634536
R1078,BARS,MEDFORD RD & SPRING ST,10304.0,Staten Island,SI02,50.0,40.60344781,-74.0957818,POINT (-74.0957818 40.60344781),14569.621290983514
Q5996,ERS,RIDGEDALE ST & LUCAS ST,11413.0,Queens,QN12,27.0,40.68269064,-73.75317065,POINT (-73.75317065 40.68269064),11535.032598883428
Q5695,BARS,89  AVE & 238 ST,11426.0,Queens,QN13,23.0,40.72853909,-73.72940055,POINT (-73.72940055 40.72853909),12757.146720599014
R3887,ERS,RICHMOND AVE & HILLTOP RD,10312.0,Staten Island,SI03,51.0,40.53596707,-74.15704288,POINT (-74.15704288 40.53596707),20867.606966592444
X3386,ERS,W KINGSBRIDGE RD & KINGSBRIDGE TER,10463.0,Bronx,BX07,14.0,40.87036128,-73.90442003,POINT (-73.90442003 40.87036128),10424.598603810933
X2983,ERS,E TREMONT AVE & ANTHONY AVE,10457.0,Bronx,BX05,15.0,40.84869243,-73.90328063,POINT (-73.90328063 40.84869243),9392.250236175354
M0402,ERS,CLINTON ST & STANTON ST,10002.0,Manhattan,MN03,1.0,40.72023424,-73.98447732,POINT (-73.98447732 40.72023424),6453.1272466014525
R1569,ERS,TODT HILL RD & LORTEL AVE,10314.0,Staten Island,SI02,50.0,40.6099798,-74.11788101,POINT (-74.11788101 40.6099798),15362.549421732372
Q7276,BARS,THOMSON AVE & 31 ST,11101.0,Queens,QN02,26.0,40.7449612,-73.93541365,POINT (-73.93541365 40.7449612),5619.271617214103
Q2658,ERS,DEXTER CT BTW 85 DR & 86 RD,11421.0,Queens,QN09,30.0,40.6932196,-73.86832929,POINT (-73.86832929 40.6932196),6621.768188192405
X3901,ERS,NEW POST RD & W 251 ST,10471.0,Bronx,BX08,11.0,40.89563351,-73.89774546,POINT (-73.89774546 40.89563351),11854.52436653348
M1548,ERS,MADISON AVE & E 133 ST,10037.0,Manhattan,MN11,9.0,40.810811,-73.93681514,POINT (-73.93681514 40.810811),7317.636598415529
Q6321,BARS,THORNHILL AVE & DOUGLASTON PWAY,11362.0,Queens,QN11,19.0,40.75839378,-73.74014565,POINT (-73.74014565 40.75839378),12708.559390725817
X2223,ERS,GRAND CONCOURSE & E 149 ST,10451.0,Bronx,BX04,17.0,40.81855963,-73.92731653,POINT (-73.92731653 40.81855963),7653.935540108771
Q5664,BARS,104 AVE & 207 ST,11429.0,Queens,QN13,27.0,40.71052983,-73.75156614,POINT (-73.75156614 40.71052983),11489.388469942118
Q6547,BARS,82 RD & 164 PL,11432.0,Queens,QN08,24.0,40.71802146,-73.80231867,POINT (-73.80231867 40.71802146),9208.532030141623
M1888,ERS,HARLEM RV DR SVC/RD-900' N OF W159 ST,10039.0,Manhattan,MN10,9.0,40.83445073,-73.93605438,POINT (-73.93605438 40.83445073),8316.596495478874
Q8566,ERS,86 AVE & 94 ST,11421.0,Queens,QN09,32.0,40.69563151,-73.85139704,POINT (-73.85139704 40.69563151),7203.748982221652
Q7735,BARS,27 AVE & ASTORIA BLVD AT 99 ST,11369.0,Queens,QN03,21.0,40.76217105,-73.87040097,POINT (-73.87040097 40.76217105),7298.950764591741
Q6102,BARS,35 AVE & 203 ST,11361.0,Queens,QN11,19.0,40.76609705,-73.7844317,POINT (-73.7844317 40.76609705),10783.248083062435
R1131,ERS,SOUTH AVE AND RAILROAD BRIDGE,10303.0,Staten Island,SI01,49.0,40.63392479,-74.16633964,POINT (-74.16633964 40.63392479),16737.03300914232
Q6401,BARS,VAN ZANDT AVE & BROWVALE LA,11362.0,Queens,QN11,19.0,40.7660823,-73.73171622,POINT (-73.73171622 40.7660823),13312.504136023997
R1552,ERS,WESTWOOD AVE & MANOR RD,10314.0,Staten Island,SI02,49.0,40.60635867,-74.12092054,POINT (-74.12092054 40.60635867),15670.100091463353
Q4389,BARS,149 ST & 15 DR,11357.0,Queens,QN07,19.0,40.78576659,-73.81636579,POINT (-73.81636579 40.78576659),9931.346401878041
M1667,ERS,BROADWAY & W 155 ST,10032.0,Manhattan,MN12,7.0,40.83276546,-73.94582395,POINT (-73.94582395 40.83276546),8323.703707584416
Q4270,BARS,132 ST & 15 AVE,11356.0,Queens,QN07,19.0,40.78463237,-73.83633431,POINT (-73.83633431 40.78463237),9116.1648988236
X5117,ERS,FOOD CNT DR ENT TO HP CO-OP MEAT MARKET,10474.0,Bronx,BX02,17.0,40.80800116,-73.87189725,POINT (-73.87189725 40.80800116),8508.369328247802
B0847,ERS,ROCKAWAY AVE & MAC DOUGAL ST,11233.0,Brooklyn,BK16,37.0,40.68023987,-73.91122493,POINT (-73.91122493 40.68023987),5610.079438519461
B0882,ERS,STUYVESANT AVE & PUTNAM AVE,11221.0,Brooklyn,BK03,36.0,40.68603234,-73.93266905,POINT (-73.93266905 40.68603234),5297.467174688443
M1392,ERS,RIVERSIDE DR & W 116 ST,10024.0,Manhattan,MN09,7.0,40.80884158,-73.96581413,POINT (-73.96581413 40.80884158),7788.507320675728
B1543,ERS,OCEAN AVE & CHURCH AVE,11226.0,Brooklyn,BK14,40.0,40.6500826,-73.96100797,POINT (-73.96100797 40.6500826),6646.168981198945
B2214,ERS,AVENUE A & E 89 ST,11236.0,Brooklyn,BK17,45.0,40.65065993,-73.91890734,POINT (-73.91890734 40.65065993),6335.64579037208
B0274,BARS,MESEROLE ST & WATERBURY ST,11206.0,Brooklyn,BK01,34.0,40.7086776,-73.93698021,POINT (-73.93698021 40.7086776),5204.9696973741475
R2477,BARS,BEACON AVE & RICHMOND RD/RVFD,10306.0,Staten Island,SI02,50.0,40.57590128,-74.12357065,POINT (-74.12357065 40.57590128),17218.57619077198
B0347,ERS,GRAHAM AVE & COOK ST,11206.0,Brooklyn,BK01,34.0,40.70234555,-73.94238141,POINT (-73.94238141 40.70234555),5222.278449638611
Q5623,BARS,115 AVE & 196 ST,11412.0,Queens,QN12,27.0,40.69705266,-73.75732997,POINT (-73.75732997 40.69705266),11188.11595816384
Q9503,ERS,WOODHAVEN BLVD OPP 62 RD,11374.0,Queens,QN06,29.0,40.72618733,-73.87021136,POINT (-73.87021136 40.72618733),6701.387229749911
B2758,ERS,10 AVE & 79 ST,11228.0,Brooklyn,BK10,43.0,40.62201418,-74.01640622,POINT (-74.01640622 40.62201418),9953.371807110143
B3632,ERS,ORIENTAL BLVD & OCEAN AVE,11235.0,Brooklyn,BK15,48.0,40.57749959,-73.94726192,POINT (-73.94726192 40.57749959),9500.385423843632
Q9732,BARS,73 AVE & 183 ST,11365.0,Queens,QN08,24.0,40.7316652,-73.78735294,POINT (-73.78735294 40.7316652),10020.49603811719
Q4814,BARS,HARDING XWAY N & 171 ST,11365.0,Queens,QN07,20.0,40.73853382,-73.79810703,POINT (-73.79810703 40.73853382),9639.182366216306
Q9698,ERS,91 AVE & 135 ST,11418.0,Queens,QN09,29.0,40.69921499,-73.81608677,POINT (-73.81608677 40.69921499),8546.893336509705
R3170,BARS,SIMMONS LA  315'S OF VICTORY BLVD,10314.0,Staten Island,SI02,50.0,40.59453435,-74.18562267,POINT (-74.18562267 40.59453435),19407.607228357767
X2582,ERS,NELSON AVE & W 168 ST,10452.0,Bronx,BX04,16.0,40.83836092,-73.92491804,POINT (-73.92491804 40.83836092),8550.484688915816
Q5237,ERS,VAN WYCK XWAY W SVC RD & 130 AVE,11420.0,Queens,QN10,28.0,40.67130662,-73.80180337,POINT (-73.80180337 40.67130662),9528.819419422216
R3473,ERS,FIELDWAY AVE & AMBOY RD,10308.0,Staten Island,SI03,51.0,40.55242985,-74.14369573,POINT (-74.14369573 40.55242985),19382.50750399284
B1275,ERS,6 AVE & 13 ST,11215.0,Brooklyn,BK06,39.0,40.66563066,-73.98594773,POINT (-73.98594773 40.66563066),6941.9565970924705
M1209,ERS,5 AVE & E 92 ST,83.0,Manhattan,MN08,4.0,40.78534346,-73.95763599,POINT (-73.95763599 40.78534346),6879.606133887491
Q6355,BARS,WEST DR & ARLEIGH RD,11363.0,Queens,QN11,19.0,40.77474082,-73.75240319,POINT (-73.75240319 40.77474082),12518.147753601386
Q5855,ERS,SPRINGFIELD BLVD & EDGEWOOD AVE,11413.0,Queens,QN13,31.0,40.66966638,-73.75643734,POINT (-73.75643734 40.66966638),11652.332212799127
Q9592,ERS,UNION TPK & KESSEL ST,11375.0,Queens,QN06,29.0,40.71027267,-73.84102608,POINT (-73.84102608 40.71027267),7601.780260949387
M1640,ERS,RIVERSIDE DR & W 148 ST,10031.0,Manhattan,MN09,7.0,40.82892474,-73.95039474,POINT (-73.95039474 40.82892474),8228.354326672303
B3919,ERS,RUGBY RD OPP WALDORF CT,11230.0,Brooklyn,BK14,45.0,40.63145423,-73.96352806,POINT (-73.96352806 40.63145423),7450.933755126523
M1242,ERS,RIVERSIDE DR & W 97 ST,10025.0,Manhattan,MN07,6.0,40.79645143,-73.97410726,POINT (-73.97410726 40.79645143),7670.062080289183
B1780,ERS,FULTON ST & WARWICK ST,11207.0,Brooklyn,BK05,37.0,40.67909754,-73.88730461,POINT (-73.88730461 40.67909754),6217.482375337489
Q4766,ERS,BEAVER RD & 150 ST,11433.0,Queens,QN12,28.0,40.69910548,-73.80276783,POINT (-73.80276783 40.69910548),9102.007364764753
Q4245,BARS,GRAND AVE & 58 PL,11378.0,Queens,QN05,30.0,40.71985696,-73.91048376,POINT (-73.91048376 40.71985696),5532.942997579569
R0632,ERS,THOMPSON PL & JAMES PL,10305.0,Staten Island,SI01,49.0,40.60972107,-74.0711107,POINT (-74.0711107 40.60972107),13101.84734997363
Q8728,ERS,144 AVE & LATHAM LA,11434.0,Queens,QN12,31.0,40.6687553,-73.77351332,POINT (-73.77351332 40.6687553),10867.00339077923
M1123,ERS,RIVERSIDE DR & W 81 ST,10024.0,Manhattan,MN07,6.0,40.78618399,-73.98144778,POINT (-73.98144778 40.78618399),7639.250938669484
R2824,ERS,ARTHUR KILL RD & GREAVES AVE/RVFD,10308.0,Staten Island,SI03,51.0,40.56569747,-74.15416757,POINT (-74.15416757 40.56569747),19236.060072137207
B3677,ERS,DEVON AVE & EBONY CT,11229.0,Brooklyn,BK15,46.0,40.59284206,-73.92848301,POINT (-73.92848301 40.59284206),8687.28218779665
Q5421,BARS,92 AVE & 218 ST,11428.0,Queens,QN13,23.0,40.72324958,-73.74132601,POINT (-73.74132601 40.72324958),12099.322345716839
M1943,ERS,EAST PROM-R/O 580 MAIN ST-ROOSEVELT IS.,10044.0,Manhattan,MN08,5.0,40.76300738,-73.94906843,POINT (-73.94906843 40.76300738),6118.400644680366
R0142,BARS,CLINTON AVE & CASSIDY PL,10301.0,Staten Island,SI01,49.0,40.64179245,-74.09808765,POINT (-74.09808765 40.64179245),13061.450984689556
M1165,ERS,COLUMBUS AVE & W 86 ST,10024.0,Manhattan,MN07,6.0,40.78648646,-73.97217415,POINT (-73.97217415 40.78648646),7335.320153993709
B3351,ERS,AVENUE Y & E 12 ST,11235.0,Brooklyn,BK15,48.0,40.58966542,-73.95859609,POINT (-73.95859609 40.58966542),9144.476701963727
X3920,ERS,COLLEGE RD & W 252 ST,10471.0,Bronx,BX08,11.0,40.89702286,-73.89935754,POINT (-73.89935754 40.89702286),11883.717613432029
M0322,ERS,GREENE ST & SPRING ST,10012.0,Manhattan,MN02,1.0,40.72379524,-74.00036757,POINT (-74.00036757 40.72379524),7157.2283631471055
B3110,ERS,AVENUE I & E 38 ST,11210.0,Brooklyn,BK18,45.0,40.62979489,-73.93960544,POINT (-73.93960544 40.62979489),7062.353430857607
Q7318,BARS,SKILLMAN AVE & 44 ST,11104.0,Queens,QN02,26.0,40.74678391,-73.91986918,POINT (-73.91986918 40.74678391),5748.04899342302
Q3149,ERS,75 RD & AUSTIN ST,11375.0,Queens,QN06,29.0,40.71673149,-73.8379587,POINT (-73.8379587 40.71673149),7766.190504768287
R1795,BARS,WELLBROOK AVE & HAROLD ST,10314.0,Staten Island,SI02,49.0,40.60142969,-74.13024813,POINT (-74.13024813 40.60142969),16345.926568674464
Q5638,BARS,111 AVE & 200 ST,11412.0,Queens,QN12,27.0,40.70406426,-73.75651887,POINT (-73.75651887 40.70406426),11221.262288636508
Q6736,BARS,HILLSIDE AVE & 257 ST,11004.0,Queens,QN13,23.0,40.73675101,-73.71102686,POINT (-73.71102686 40.73675101),13788.242039781804
Q5463,BARS,FAIRBURY AVE & 224 ST,11428.0,Queens,QN13,23.0,40.7242888,-73.73202205,POINT (-73.73202205 40.7242888),12573.011302261113
X2180,ERS,BEEKMAN AVE & OAK TER,10454.0,Bronx,BX01,8.0,40.80872277,-73.91388448,POINT (-73.91388448 40.80872277),7427.128740198581
X2850,ERS,SOUND VIEW AVE & WATSON AVE,10472.0,Bronx,BX09,18.0,40.82691495,-73.87202921,POINT (-73.87202921 40.82691495),9263.518061610594
Q2063,ERS,163 AVE & 98 ST,11414.0,Queens,QN10,32.0,40.65315196,-73.83354451,POINT (-73.83354451 40.65315196),8807.363986117094
Q4190,ERS,METROPOLITAN AVE & 60 PL,11378.0,Queens,QN05,30.0,40.71281703,-73.90376944,POINT (-73.90376944 40.71281703),5622.264371312301
X2923,ERS,TOWNSEND AVE & E 174 ST,10453.0,Bronx,BX04,14.0,40.84506052,-73.91308485,POINT (-73.91308485 40.84506052),9012.12806201314
Q7153,BARS,43 RD & 10 ST,11101.0,Queens,QN02,26.0,40.75145616,-73.94946721,POINT (-73.94946721 40.75145616),5875.94241633232
B3139,ERS,AVENUE J & E 52 ST,11234.0,Brooklyn,BK18,46.0,40.62828766,-73.92592688,POINT (-73.92592688 40.62828766),7153.994188546282
X2126,ERS,3 AVE & E 135 ST,10454.0,Bronx,BX01,8.0,40.80956472,-73.92921854,POINT (-73.92921854 40.80956472),7295.997045684222
R0161,ERS,SHARON AVE & REVERE ST,10301.0,Staten Island,SI01,49.0,40.62825767,-74.10209154,POINT (-74.10209154 40.62825767),13806.25824011162
B4062,ERS,FREEPORT LOOP & PENNSYLVANIA AVE/PAYNE,11239.0,Brooklyn,BK05,42.0,40.64647329,-73.88024986,POINT (-73.88024986 40.64647329),7404.354961391139
Q4415,BARS,OAK AVE & 162 ST,11358.0,Queens,QN07,20.0,40.74997273,-73.80539954,POINT (-73.80539954 40.74997273),9510.177503274854
R2051,BARS,LINCOLN AVE & POULTNEY ST,10306.0,Staten Island,SI02,50.0,40.57479923,-74.10003652,POINT (-74.10003652 40.57479923),16121.755262809012
B2511,ERS,11 AVE & 50 ST,11219.0,Brooklyn,BK12,44.0,40.63712626,-73.99710233,POINT (-73.99710233 40.63712626),8428.913654355169
M0862,ERS,LEXINGTON AVE & E 51 ST,10022.0,Manhattan,MN05,4.0,40.75712467,-73.97190676,POINT (-73.97190676 40.75712467),6572.370838892803
Q5197,ERS,107 AVE & 111 ST,11419.0,Queens,QN10,28.0,40.68246139,-73.83001639,POINT (-73.83001639 40.68246139),8150.6281335425765
X3070,ERS,E TREMONT AVE & BX PARK AVE,10460.0,Bronx,BX06,15.0,40.83990252,-73.87561285,POINT (-73.87561285 40.83990252),9740.183152213858
B1696,ERS,LIVONIA AVE & SARATOGA AVE,11212.0,Brooklyn,BK16,42.0,40.66157348,-73.91547732,POINT (-73.91547732 40.66157348),6006.356665876777
Q1909,BARS,SOUTH RD & 155 ST,11433.0,Queens,QN12,28.0,40.69687148,-73.79918227,POINT (-73.79918227 40.69687148),9262.869043551047
Q8549,ERS,PARK LANE S & 88 ST,11385.0,Queens,,32.0,40.69691298,-73.85744448,POINT (-73.85744448 40.69691298),6976.481194794721
X3491,ERS,BURKE AVE & BRONXWOOD AVE,10469.0,Bronx,BX12,12.0,40.87133651,-73.86137924,POINT (-73.86137924 40.87133651),11740.096263087265
R2063,BARS,MIDLAND AVE & PATTERSON AVE,10306.0,Staten Island,SI02,50.0,40.57126478,-74.09117449,POINT (-74.09117449 40.57126478),15865.680657861982
X3340,ERS,MORRIS AVE & E FORDHAM RD,10468.0,Bronx,BX05,14.0,40.86206694,-73.89961735,POINT (-73.89961735 40.86206694),10129.11805045319
B3881,ERS,BENSON AVE & 26 AVE,11214.0,Brooklyn,BK13,47.0,40.59489407,-73.98676315,POINT (-73.98676315 40.59489407),9814.195920556223
B2078,ERS,SUTTER AVE & EUCLID AVE,11208.0,Brooklyn,BK05,42.0,40.67285838,-73.87130258,POINT (-73.87130258 40.67285838),6840.710338223038
