BOROBOX,BOX_TYPE,LOCATION,ZIP,BOROUGH,COMMUNITYDISTICT,CITYCOUNCIL,LATITUDE,LONGITUDE,Location Point,total_diff
Q5572,BARS,94 RD & SPRINGFIELD BLVD,11428.0,Queens,QN13,23.0,40.72055737,-73.73602628,POINT (-73.73602628 40.72055737),53573.89375669224
Q9871,BARS,GOETHALS AVE & PARSONS BLVD,11432.0,Queens,QN08,24.0,40.7184456,-73.80861284,POINT (-73.80861284 40.7184456),39116.25699846577
Q0160,BARS,JFK - BLDG 261 LUFTHANSA CARGO,11430.0,Queens,JFK,28.0,40.66215305,-73.78734208,POINT (-73.78734208 40.66215305),45386.10189469131
Q4592,ERS,FRESH POND RD & 60 DR,11378.0,Queens,QN05,30.0,40.71533785,-73.90126118,POINT (-73.90126118 40.71533785),27190.524190055694
B1029,ERS,KINGSTON AVE & MAPLE ST,11203.0,Brooklyn,BK09,41.0,40.6613205,-73.9426882,POINT (-73.9426882 40.6613205),29824.209226216462
M0095,ERS,CHURCH ST & BARCLAY ST,10007.0,Manhattan,MN01,1.0,40.71272457,-74.00966812,POINT (-74.00966812 40.71272457),36442.2963460323
B1464,ERS,6 AVE & 48 ST,11220.0,Brooklyn,BK07,38.0,40.64489724,-74.00695079,POINT (-74.00695079 40.64489724),40959.23651720202
R0754,BARS,PORT RICHMOND AVE & CASTLETON AVE,10302.0,Staten Island,SI01,49.0,40.63602507,-74.13476961,POINT (-74.13476961 40.63602507),68870.62503536533
B0579,ERS,3 AVE & BUTLER ST,11217.0,Brooklyn,BK06,33.0,40.68088023,-73.9837114,POINT (-73.9837114 40.68088023),32574.500935571923
Q9317,BARS,N/S ROOSEVELT AVE 1100' E OF 114 ST,11368.0,Queens,,21.0,40.753621,-73.84939934,POINT (-73.84939934 40.753621),35456.67604196581
B0162,BARS,MONITOR ST & RICHARDSON ST,11211.0,Brooklyn,BK01,34.0,40.71911169,-73.94153959,POINT (-73.94153959 40.71911169),27244.494625920703
B2577,ERS,DAHILL RD & CATON AVE,11218.0,Brooklyn,BK12,39.0,40.64718167,-73.98132888,POINT (-73.98132888 40.64718167),36167.32098681429
Q7416,BARS,STEINWAY ST & BROADWAY,11103.0,Queens,QN01,26.0,40.75897381,-73.91899822,POINT (-73.91899822 40.75897381),29877.945829682947
Q2934,BARS,W/S VAN WYCK XWAY 130' N OF 82 AVE,11415.0,Queens,QN09,29.0,40.71418296,-73.82510741,POINT (-73.82510741 40.71418296),36277.652407600704
B2865,ERS,20 AVE & 71 ST,11204.0,Brooklyn,BK11,47.0,40.61312289,-73.98939734,POINT (-73.98939734 40.61312289),43474.78937752296
B0309,ERS,BEDFORD AVE & TAYLOR ST,11211.0,Brooklyn,BK01,33.0,40.70589987,-73.96309795,POINT (-73.96309795 40.70589987),28887.74996292495
B1850,ERS,EUCLID AVE & ETNA ST,11208.0,Brooklyn,BK05,37.0,40.68650686,-73.87495084,POINT (-73.87495084 40.68650686),29793.55967302376
Q4217,ERS,PENELOPE AVE & 82 PL,11379.0,Queens,QN05,30.0,40.72052635,-73.8722723,POINT (-73.8722723 40.72052635),29996.33828183636
Q6284,BARS,BELL BLVD & 28 AVE,11360.0,Queens,QN11,19.0,40.7770256,-73.77553732,POINT (-73.77553732 40.7770256),50752.0844123369
X4691,ERS,SEMINOLE AVE & CHOCTAW PL,10461.0,Bronx,BX11,13.0,40.85581495,-73.84948236,POINT (-73.84948236 40.85581495),51727.79281766664
Q9523,ERS,66 AVE & FITCHETT ST,11374.0,Queens,QN06,29.0,40.71917052,-73.86126794,POINT (-73.86126794 40.71917052),31280.376404376802
X3145,ERS,PARK AVE & E 180 ST,10457.0,Bronx,BX06,15.0,40.85208808,-73.89710539,POINT (-73.89710539 40.85208808),45702.63412560955
Q5152,ERS,DORAN AVE & 89 ST,11385.0,Queens,QN05,30.0,40.71042682,-73.86217795,POINT (-73.86217795 40.71042682),30884.418874398943
B2592,ERS,12 AVE & 55 ST,11219.0,Brooklyn,BK12,44.0,40.63299552,-73.9978127,POINT (-73.9978127 40.63299552),41204.87328030717
X3210,ERS,BOSTON RD & BX PARK E,10467.0,Bronx,BX11,15.0,40.85738597,-73.87093273,POINT (-73.87093273 40.85738597),49277.471542863204
Q3698,BARS,HARDING XWAY N & UNDERHILL AVE,11365.0,Queens,QN11,20.0,40.74309984,-73.78006329,POINT (-73.78006329 40.74309984),45961.33546638092
B3950,ERS,GREENE AVE & CARLTON AVE,11238.0,Brooklyn,BK02,35.0,40.68606458,-73.97143375,POINT (-73.97143375 40.68606458),30484.886798689506
B1368,ERS,OTSEGO ST & DIKEMAN ST,11231.0,Brooklyn,BK06,38.0,40.67437488,-74.00998996,POINT (-74.00998996 40.67437488),37787.34957590885
B0507,ERS,COLUMBIA ST & KANE ST,11201.0,Brooklyn,BK06,39.0,40.68775179,-74.00138866,POINT (-74.00138866 40.68775179),35175.84542896712
Q4674,ERS,55 RD & VAN HORN ST,11373.0,Queens,QN04,25.0,40.73341722,-73.87771964,POINT (-73.87771964 40.73341722),30157.311056498933
R3949,BARS,S/S ARTHKILL RD & INDUST LOOP W/COKE ST,10309.0,Staten Island,SI03,51.0,40.54583095,-74.22982368,POINT (-74.22982368 40.54583095),108787.32579813818
B1521,ERS,OCEAN PWAY & PARK CIRCLE,11218.0,Brooklyn,BK07,39.0,40.65108309,-73.97298199,POINT (-73.97298199 40.65108309),34411.43405118418
Q7012,BARS,REVIEW AVE & LAUREL HILL BLVD,11101.0,Queens,QN02,26.0,40.72913196,-73.93100878,POINT (-73.93100878 40.72913196),27371.579709825768
X4648,ERS,BRUCKNER BLVD S/B & CODDINGTON AVE,10461.0,Bronx,BX10,13.0,40.84129675,-73.82630353,POINT (-73.82630353 40.84129675),52169.84481184139
B1033,ERS,KINGSTON AVE & PRESIDENT ST,11213.0,Brooklyn,BK09,35.0,40.66762256,-73.94236048,POINT (-73.94236048 40.66762256),29047.11286946482
M1655,ERS,BRADHURST AVE & W 152 ST,10039.0,Manhattan,MN10,9.0,40.82765657,-73.93968953,POINT (-73.93968953 40.82765657),40441.97514136835
Q3120,ERS,PENELOPE AVE & WOODHAVEN BLVD,11374.0,Queens,QN05,29.0,40.72266126,-73.86765927,POINT (-73.86765927 40.72266126),30641.320305198442
R4809,ERS,JACOB ST & HAYWOOD ST,10307.0,Staten Island,SI03,51.0,40.51102918,-74.23270385,POINT (-74.23270385 40.51102918),117246.63030751183
B0568,ERS,BOND ST & PACIFIC ST,11217.0,Brooklyn,BK02,33.0,40.68629411,-73.9852592,POINT (-73.9852592 40.68629411),32469.16970066802
B0823,ERS,CENTRAL AVE & PUTNAM AVE,11221.0,Brooklyn,BK04,37.0,40.6921653,-73.91475403,POINT (-73.91475403 40.6921653),26675.815373065612
X4288,ERS,CAMPBELL DRIVE & AGAR PL,10465.0,Bronx,BX10,13.0,40.83925204,-73.81738947,POINT (-73.81738947 40.83925204),53177.74216776197
M0717,ERS,3 AVE & E 34 ST,10016.0,Manhattan,MN06,2.0,40.7457258,-73.97812128,POINT (-73.97812128 40.7457258),33017.76288486288
B0665,ERS,NOSTRAND AVE & HART ST,11205.0,Brooklyn,BK03,36.0,40.69279366,-73.95205078,POINT (-73.95205078 40.69279366),27926.009746947344
M1536,ERS,LEXINGTON AVE & E 131 ST,10037.0,Manhattan,MN11,9.0,40.80817513,-73.93466428,POINT (-73.93466428 40.80817513),36850.37061831908
B3109,ERS,AVENUE M & E 48 ST,11234.0,Brooklyn,BK18,46.0,40.62123985,-73.9290765,POINT (-73.9290765 40.62123985),35737.40594847478
Q6122,BARS,42 AVE & CLEARVIEW XWAY E SVC RD,11361.0,Queens,QN11,19.0,40.76132518,-73.77768883,POINT (-73.77768883 40.76132518),48292.59019680708
X2205,ERS,ST ANNS AVE & E 146 ST,10454.0,Bronx,BX01,8.0,40.81230111,-73.91409757,POINT (-73.91409757 40.81230111),37356.61355732207
R2671,BARS,GUYON AVE & PENDALE ST,10306.0,Staten Island,SI03,50.0,40.56086599,-74.12084284,POINT (-74.12084284 40.56086599),81241.29944525343
B2339,ERS,CLARENDON RD & E 57 ST,11203.0,Brooklyn,BK17,45.0,40.64485405,-73.92284938,POINT (-73.92284938 40.64485405),31530.373742471063
Q9125,ERS,MAIN ST & 79 AVE,11367.0,Queens,QN08,24.0,40.71869343,-73.81764807,POINT (-73.81764807 40.71869343),37625.07839377679
Q6937,BARS,35 AVE & 165 ST,11358.0,Queens,QN07,19.0,40.76521152,-73.800495,POINT (-73.800495 40.76521152),44499.56622305943
R2652,BARS,ISABELLA AVE & LEEDS ST,10306.0,Staten Island,SI03,50.0,40.5639654,-74.12355113,POINT (-74.12355113 40.5639654),81136.0784443356
R0104,ERS,LAFAYETTE AVE & CHESTNUT PL,10301.0,Staten Island,SI01,49.0,40.63659955,-74.09338942,POINT (-74.09338942 40.63659955),59862.210258831
Q6546,ERS,E/S MAIN ST & HOOVER AVE,11435.0,Queens,QN08,24.0,40.71431158,-73.8162024,POINT (-73.8162024 40.71431158),37701.34172149791
Q4240,ERS,58 AVE & 79 ST,11379.0,Queens,QN05,30.0,40.72686364,-73.88182559,POINT (-73.88182559 40.72686364),29294.008907596195
B2055,ERS,PITKIN AVE & VERMONT ST,11207.0,Brooklyn,BK05,37.0,40.67217641,-73.89395536,POINT (-73.89395536 40.67217641),29096.733459641055
Q0171,BARS,JFK - BLDG 66 S/S BRITISH AIRWAYS,11430.0,Queens,JFK,28.0,40.65805878,-73.7994334,POINT (-73.7994334 40.65805878),43683.33822143259
M0492,ERS,E 20 ST 250' W OF FDR DR,10010.0,Manhattan,MN06,4.0,40.73321163,-73.97540652,POINT (-73.97540652 40.73321163),31656.50678609952
B3966,ERS,N/S WORTMAN AVE 275' E OF VERMONT ST,11207.0,Brooklyn,BK05,42.0,40.65667679,-73.88593333,POINT (-73.88593333 40.65667679),31612.79507650117
B1791,ERS,SUTTER AVE & ELTON ST,11208.0,Brooklyn,BK05,42.0,40.67122001,-73.88275459,POINT (-73.88275459 40.67122001),30166.342411508693
Q2952,ERS,72 AVE & PARK DR E,11367.0,Queens,QN08,24.0,40.72496095,-73.82755528,POINT (-73.82755528 40.72496095),36368.544561995644
Q7868,BARS,B'WAY & 61 ST,11377.0,Queens,QN02,26.0,40.75070188,-73.90119682,POINT (-73.90119682 40.75070188),29606.975001930754
R1271,BARS,PARKINSON AVE & HYLAN BLVD,10305.0,Staten Island,SI02,50.0,40.59791241,-74.08360775,POINT (-74.08360775 40.59791241),65223.12142898929
B0779,ERS,MYRTLE AVE & BROADWAY,11206.0,Brooklyn,BK03,34.0,40.69698654,-73.93522264,POINT (-73.93522264 40.69698654),26704.859097997338
B1955,ERS,COZINE AVE & JEROME ST,11207.0,Brooklyn,BK05,42.0,40.65765395,-73.87916506,POINT (-73.87916506 40.65765395),32156.644247550677
Q8995,ERS,165 AVE & 85 ST,11414.0,Queens,QN10,32.0,40.64807113,-73.8448243,POINT (-73.8448243 40.64807113),37875.37181486398
Q0180,BARS,JFK - BLDG 69 ENT OPP BLDG 123,11430.0,Queens,JFK,28.0,40.65823201,-73.80193855,POINT (-73.80193855 40.65823201),43214.421353240854
R0935,BARS,LA SALLE ST & WINANT ST,10303.0,Staten Island,SI01,49.0,40.63564155,-74.14668195,POINT (-74.14668195 40.63564155),71556.7845576665
R2438,BARS,RIEDEL AVE & HITCHCOCK AVE/RVFD,10306.0,Staten Island,SI03,50.0,40.57313118,-74.12984403,POINT (-74.12984403 40.57313118),80460.58568269908
Q9773,BARS,W/S CLEARVIEW XWAY & 73 AVE,11364.0,Queens,QN08,23.0,40.73739684,-73.76885672,POINT (-73.76885672 40.73739684),47740.860350493924
M1735,ERS,AUDUBON AVE & W 179 ST,10033.0,Manhattan,MN12,10.0,40.84741225,-73.93330613,POINT (-73.93330613 40.84741225),44036.131276455446
Q4035,ERS,SENECA AVE & TROUTMAN ST,11385.0,Queens,QN05,34.0,40.70982119,-73.91954602,POINT (-73.91954602 40.70982119),26414.091215735083
Q1636,ERS,WALTON RD & 9 RD BROAD CHANNEL,11693.0,Queens,QN14,32.0,40.60657654,-73.81703103,POINT (-73.81703103 40.60657654),49558.26845628132
B0341,ERS,LEE AVE & LORIMER ST,11206.0,Brooklyn,BK01,33.0,40.70021099,-73.95388643,POINT (-73.95388643 40.70021099),27899.87041417029
B0839,ERS,BUSHWICK AVE & GRANITE ST,11207.0,Brooklyn,BK04,37.0,40.68323028,-73.90712597,POINT (-73.90712597 40.68323028),27378.711065444528
R0783,BARS,FOREST AVE & CRYSTAL AVE,10302.0,Staten Island,SI01,50.0,40.62459281,-74.14128184,POINT (-74.14128184 40.62459281),72363.05757764184
Q7277,BARS,SKILLMAN AVE & 27 ST,11101.0,Queens,QN02,26.0,40.7444045,-73.9403156,POINT (-73.9403156 40.7444045),28855.66665313162
Q5326,BARS,HILLSIDE AVE & 198 ST,11423.0,Queens,QN12,23.0,40.71889039,-73.76446952,POINT (-73.76446952 40.71889039),47495.17122034872
Q6293,BARS,TOTTEN RD 800' E OF BELL BLVD,11360.0,Queens,QN07,19.0,40.79067607,-73.78184453,POINT (-73.78184453 40.79067607),51383.31639933007
Q9210,BARS,JUNCTION BLVD & 57 AVE,11373.0,Queens,QN04,21.0,40.73664322,-73.86582956,POINT (-73.86582956 40.73664322),31766.803427059906
Q3268,ERS,55 AVE & 111 ST,11368.0,Queens,,21.0,40.74218041,-73.85086918,POINT (-73.85086918 40.74218041),34174.92369563102
X2334,ERS,BRUCKNER BLVD & TIFFANY ST,10459.0,Bronx,BX02,17.0,40.81783326,-73.89343682,POINT (-73.89343682 40.81783326),39382.06559105571
R4645,BARS,HYLAN BLVD & CORNELIA AVE,10312.0,Staten Island,SI03,51.0,40.52257165,-74.19000394,POINT (-74.19000394 40.52257165),105062.03442342624
Q3501,ERS,COLLEGE PT BLVD & HARDING XWAY N,11355.0,Queens,QN07,20.0,40.74383408,-73.83582202,POINT (-73.83582202 40.74383408),36470.1301061488
Q4649,BARS,12 AVE 625' E OF 166 ST,11357.0,Queens,QN07,19.0,40.79165958,-73.7955057,POINT (-73.7955057 40.79165958),48939.89650055245
Q6153,BARS,38 AVE & CORPORAL KENNEDY ST,11361.0,Queens,QN11,19.0,40.76523945,-73.77688333,POINT (-73.77688333 40.76523945),48938.626670723745
Q9486,ERS,HARDING XWAY N & 148 ST,11355.0,Queens,QN07,20.0,40.74132873,-73.82145389,POINT (-73.82145389 40.74132873),38458.775585423085
R1610,BARS,CHARTER OAK RD 500' E OF TODT HILL RD,10304.0,Staten Island,SI02,50.0,40.5884624,-74.11118346,POINT (-74.11118346 40.5884624),73064.70243170067
B1553,ERS,BEDFORD AVE & SNYDER AVE,11226.0,Brooklyn,BK17,40.0,40.64864329,-73.95576233,POINT (-73.95576233 40.64864329),32653.990895162504
R0381,ERS,CASTLETON AVE & BROADWAY,10310.0,Staten Island,SI01,49.0,40.6345681,-74.11719947,POINT (-74.11719947 40.6345681),65303.531194101415
B0258,BARS,MANHATTAN AVE & GRAND ST,11206.0,Brooklyn,BK01,34.0,40.7114815,-73.94559625,POINT (-73.94559625 40.7114815),27259.399390509614
R2092,BARS,BRYANT AVE & CLAWSON ST,10306.0,Staten Island,SI02,50.0,40.5748957,-74.10844067,POINT (-74.10844067 40.5748957),75441.99999279692
X2588,ERS,CLAY AVE & E 168 ST,10456.0,Bronx,BX04,16.0,40.83257252,-73.91051469,POINT (-73.91051469 40.83257252),41103.68032156276
Q7615,BARS,24 AVE & 78 ST,11370.0,Queens,QN03,22.0,40.76448657,-73.89075781,POINT (-73.89075781 40.76448657),31922.47350896138
B0764,BARS,WYCKOFF AVE & LINDEN ST,11237.0,Brooklyn,BK04,37.0,40.70035835,-73.91256833,POINT (-73.91256833 40.70035835),26508.470533932046
Q4154,ERS,METROPOLITAN AVE & NURGE AVE,11378.0,Queens,QN05,34.0,40.71333208,-73.91303759,POINT (-73.91303759 40.71333208),26601.907113837497
Q9720,BARS,HARDING XWAY N & 183 ST,11365.0,Queens,QN11,20.0,40.73996589,-73.79137033,POINT (-73.79137033 40.73996589),43541.60754319678
R0467,BARS,CHESTNUT AVE & BAY ST,10305.0,Staten Island,SI01,49.0,40.61751693,-74.0686563,POINT (-74.0686563 40.61751693),58245.6129540701
Q1144,BARS,NAMEOKE AVE & MCBRIDE ST,11691.0,Queens,QN14,31.0,40.60849923,-73.75673459,POINT (-73.75673459 40.60849923),60521.71884973504
B1689,ERS,DUMONT AVE & STONE AVE/GASTON BLVD,11212.0,Brooklyn,BK16,41.0,40.66452873,-73.90572,POINT (-73.90572 40.66452873),29199.386275381075
Q9449,ERS,COLLEGE POINT BLVD & 58 AVE,11355.0,Queens,,20.0,40.74620411,-73.83506575,POINT (-73.83506575 40.74620411),36788.48162347613
M1825,ERS,BROADWAY AND 215TH ST,10034.0,Manhattan,MN12,10.0,40.8697071,-73.91581789,POINT (-73.91581789 40.8697071),48625.83800411275
X2804,ERS,HERMANY AVE & CASTLE HILL AVE,10473.0,Bronx,BX09,18.0,40.82473484,-73.84936086,POINT (-73.84936086 40.82473484),45651.287069299746
Q5215,ERS,SUTTER AVE & LEFFERTS BLVD,11420.0,Queens,QN10,28.0,40.67417408,-73.81974314,POINT (-73.81974314 40.67417408),38382.57990020354
Q5453,BARS,94 AVE & 212 ST,11428.0,Queens,QN13,23.0,40.71740555,-73.74750267,POINT (-73.74750267 40.71740555),50971.92137104592
Q0138,BARS,JFK - HANGER 17 RAMP,11430.0,Queens,JFK,31.0,40.65491326,-73.8129659,POINT (-73.8129659 40.65491326),41771.0284997162
Q9615,ERS,PARK LA S & 107 ST,11385.0,Queens,,32.0,40.70055443,-73.8429379,POINT (-73.8429379 40.70055443),33485.49307584427
Q4898,ERS,89 AVE & 165 ST,11432.0,Queens,QN12,27.0,40.70772309,-73.79631661,POINT (-73.79631661 40.70772309),40993.2522759599
Q9228,BARS,44 AVE & JUNCTION BLVD,11373.0,Queens,QN04,21.0,40.74493372,-73.86790964,POINT (-73.86790964 40.74493372),32173.520462489407
B1245,ERS,6 AVE & PROSPECT PL,11217.0,Brooklyn,BK06,39.0,40.67933278,-73.97532193,POINT (-73.97532193 40.67933278),31465.35060208522
B1021,ERS,UTICA AVE & RUTLAND RD,11203.0,Brooklyn,BK09,41.0,40.66059331,-73.9313257,POINT (-73.9313257 40.66059331),29439.533786542437
R3391,BARS,ARTHUR KILL RD 1000' E OF MULDOON AVE,10312.0,Staten Island,SI03,51.0,40.56121134,-74.19515123,POINT (-74.19515123 40.56121134),97557.2683283635
M0467,ERS,E 13 ST & AVE C/LOISAIDA AVE,10009.0,Manhattan,MN03,2.0,40.7277487,-73.97617988,POINT (-73.97617988 40.7277487),31402.061015869807
M1813,ERS,SHERMAN AVE AND ISHAM ST,10034.0,Manhattan,MN12,10.0,40.86631435,-73.91859602,POINT (-73.91859602 40.86631435),47839.47251781865
Q4850,ERS,6 RD & 151 PL,11357.0,Queens,QN07,19.0,40.79581801,-73.81189357,POINT (-73.81189357 40.79581801),46660.16375210021
B1428,ERS,3 AVE & 21 ST,11232.0,Brooklyn,BK07,38.0,40.66420211,-73.99777888,POINT (-73.99777888 40.66420211),36563.34263471302
B1745,ERS,RIVERDALE AVE & BRADFORD ST,11207.0,Brooklyn,BK05,42.0,40.66377829,-73.8899067,POINT (-73.8899067 40.66377829),30348.81564530828
M2023,ERS,RECTOR PL & SOUTH END AVE,10280.0,Manhattan,MN01,1.0,40.70936109,-74.01656821,POINT (-74.01656821 40.70936109),37735.56101585846
Q4996,ERS,71 ST & 58 RD,11378.0,Queens,QN05,30.0,40.72568109,-73.8903921,POINT (-73.8903921 40.72568109),28435.239516975453
Q6968,BARS,NORTHER BLVD & CLEARVIEW XWAY E SVC RD,11361.0,Queens,QN11,19.0,40.75819406,-73.77683318,POINT (-73.77683318 40.75819406),48088.780800071865
R0662,ERS,TOMPKINS AVE & SCHOOL RD,10305.0,Staten Island,SI01,50.0,40.60503038,-74.0657377,POINT (-74.0657377 40.60503038),60115.17913440419
Q3941,BARS,OAK PARK DR 1800' E/O DOUGLASTON PKWY,11362.0,Queens,QN11,23.0,40.74588344,-73.73177141,POINT (-73.73177141 40.74588344),56261.06614457963
M1420,ERS,W 119 ST & LENOX AVE/MALCOLM X BLVD,10026.0,Manhattan,MN10,9.0,40.8039572,-73.94827301,POINT (-73.94827301 40.8039572),36993.058006399646
X4840,ERS,E 225 ST & SCHIEFFELIN PL,10466.0,Bronx,BX12,12.0,40.88229385,-73.84455741,POINT (-73.84455741 40.88229385),58241.270452025616
Q6950,BARS,NORTHERN BLVD & 204 ST,11361.0,Queens,QN11,19.0,40.75791022,-73.77910055,POINT (-73.77910055 40.75791022),47629.24742349679
M1198,ERS,AMSTERDAM AVE & W 91 ST,10025.0,Manhattan,MN07,6.0,40.79087073,-73.97268972,POINT (-73.97268972 40.79087073),37858.30569832328
Q7562,BARS,23 AVE & 28 ST,11105.0,Queens,QN01,22.0,40.77554763,-73.91454791,POINT (-73.91454791 40.77554763),32063.78384651253
B1755,ERS,ATLANTIC AVE & VAN SICLEN AVE,11207.0,Brooklyn,BK05,37.0,40.67643092,-73.89126688,POINT (-73.89126688 40.67643092),28909.04641109948
B0030,BARS,WEST ST & KENT ST,11222.0,Brooklyn,BK01,33.0,40.73043302,-73.95935688,POINT (-73.95935688 40.73043302),29406.00187945466
B2688,ERS,FORT HAMILTON PWAY & 60 ST,11219.0,Brooklyn,BK12,38.0,40.63306615,-74.00576273,POINT (-74.00576273 40.63306615),42682.920544993656
B1970,ERS,SUNNYSIDE AVE & HENDRIX ST,11207.0,Brooklyn,BK05,37.0,40.68166746,-73.89201856,POINT (-73.89201856 40.68166746),28438.223555136654
M0102,ERS,PEARL ST & DOVER ST,10038.0,Manhattan,MN01,1.0,40.70954194,-74.00164094,POINT (-74.00164094 40.70954194),34832.81163366386
M2036,ERS,MURRAY ST & NORTH END AVE,10007.0,Manhattan,MN01,1.0,40.71599601,-74.01537262,POINT (-74.01537262 40.71599601),37673.813154009775
Q5252,BARS,HILLSIDE AVE & 183 ST,11432.0,Queens,QN12,24.0,40.7138493,-73.77886958,POINT (-73.77886958 40.7138493),44434.99892070073
Q4577,ERS,MYRTLE AVE & FRESH POND RD,11385.0,Queens,QN05,30.0,40.70079806,-73.89457449,POINT (-73.89457449 40.70079806),27462.6650237217
Q3748,BARS,64 AVE 280' E OF 188 ST,11365.0,Queens,QN08,23.0,40.73931958,-73.78443546,POINT (-73.78443546 40.73931958),44807.99406149644
Q4059,ERS,SENECA AVE & GREENE AVE,11385.0,Queens,QN05,34.0,40.70543961,-73.91213671,POINT (-73.91213671 40.70543961),26493.54767060723
R0670,BARS,FINGERBOARD RD & HYLAN BLVD,10305.0,Staten Island,SI02,50.0,40.60176645,-74.07216766,POINT (-74.07216766 40.60176645),62086.825350180276
B1284,ERS,6 AVE & 18 ST,11215.0,Brooklyn,BK07,38.0,40.66169904,-73.98947,POINT (-73.98947 40.66169904),35431.08404268129
B2045,ERS,SUTTER AVE & ESSEX ST,11208.0,Brooklyn,BK05,42.0,40.67146797,-73.88107821,POINT (-73.88107821 40.67146797),30311.37704794592
Q2218,ERS,QUEENS BLVD & 67 ST,11377.0,Queens,QN02,26.0,40.74053915,-73.89730929,POINT (-73.89730929 40.74053915),28951.879742379624
B1674,ERS,GLENMORE AVE & WATKINS ST,11212.0,Brooklyn,BK16,37.0,40.67136417,-73.90830768,POINT (-73.90830768 40.67136417),28321.635015655855
Q5738,ERS,122 AVE & GRAYSON ST,11413.0,Queens,QN12,27.0,40.68406251,-73.75818011,POINT (-73.75818011 40.68406251),49095.250320322026
M0307,ERS,HUDSON ST & DOMINICK ST,10013.0,Manhattan,MN02,3.0,40.72519228,-74.00766959,POINT (-74.00766959 40.72519228),36577.34955324424
M0807,ERS,UNITED NATIONS PLAZA & E 44 ST,10017.0,Manhattan,MN06,4.0,40.75001677,-73.96879849,POINT (-73.96879849 40.75001677),32151.367816317957
Q4972,ERS,80 AVE & 60 LA,11385.0,Queens,QN05,30.0,40.6952573,-73.89388853,POINT (-73.89388853 40.6952573),27634.792904051577
Q4383,BARS,STATION RD & UTOPIA PWAY,11358.0,Queens,QN11,19.0,40.76084505,-73.79330496,POINT (-73.79330496 40.76084505),45259.97771818585
R0644,BARS,HOME AVE & EVELYN PL,10305.0,Staten Island,SI01,49.0,40.60899106,-74.06542608,POINT (-74.06542608 40.60899106),59260.070061746366
R2372,BARS,GARY PL & PARK DR N/OVFD,10314.0,Staten Island,SI02,50.0,40.59985322,-74.16768941,POINT (-74.16768941 40.59985322),83018.96190727179
M1556,ERS,AMSTERDAM AVE & W 134 ST,10031.0,Manhattan,MN09,7.0,40.81823558,-73.95272074,POINT (-73.95272074 40.81823558),39688.2539235043
Q9510,ERS,WOODHAVEN BLVD OPP GOLDINGTON CT,11374.0,Queens,QN05,29.0,40.72090092,-73.86604176,POINT (-73.86604176 40.72090092),30752.31034299047
X3098,ERS,BOYNTON AVE & E 173 ST,10472.0,Bronx,BX09,18.0,40.83348339,-73.87936805,POINT (-73.87936805 40.83348339),43541.59628788121
B1940,ERS,FULTON ST & ELDERTS LA,11421.0,Queens,BK05,37.0,40.68526956,-73.86659848,POINT (-73.86659848 40.68526956),30837.591283230453
R1249,BARS,NUGENT AVE & VULCAN ST,10305.0,Staten Island,SI02,50.0,40.5909766,-74.07879903,POINT (-74.07879903 40.5909766),65685.42453136237
Q8588,ERS,89 AVE & 94 ST,11421.0,Queens,QN09,32.0,40.69145472,-73.85011641,POINT (-73.85011641 40.69145472),32719.53970922236
Q2027,ERS,CROSS BAY BLVD & 157 AVE,11414.0,Queens,QN10,32.0,40.66252295,-73.8407028,POINT (-73.8407028 40.66252295),36481.029891932514
M1149,ERS,5 AVE & E 84 ST,83.0,Manhattan,MN08,4.0,40.78022975,-73.96136873,POINT (-73.96136873 40.78022975),34937.79319448142
Q5105,ERS,MYRTLE AVE & 74 ST,11385.0,Queens,QN05,30.0,40.70245683,-73.87446274,POINT (-73.87446274 40.70245683),29349.255914683963
B1873,ERS,LORING AVE & ELDERTS LANE,11208.0,Brooklyn,BK05,42.0,40.66778255,-73.86241983,POINT (-73.86241983 40.66778255),32864.183752042474
Q7425,BARS,34 AVE & 30 ST,11106.0,Queens,QN01,26.0,40.76004792,-73.92805141,POINT (-73.92805141 40.76004792),30066.487257662015
R0220,ERS,HOWARD AVE & NOTRE DAME CONVENT GATE,10301.0,Staten Island,SI01,49.0,40.62829254,-74.08879772,POINT (-74.08879772 40.62829254),60368.962385430175
Q7347,ERS,WOODSIDE AVE & 54 ST,11377.0,Queens,QN02,26.0,40.74739509,-73.90955355,POINT (-73.90955355 40.74739509),28867.395276017116
Q0193,BARS,JFK - BLDG 96 AUTO SHOP RAMP,11430.0,Queens,JFK,31.0,40.64577024,-73.80313572,POINT (-73.80313572 40.64577024),44782.557101247745
M1729,ERS,HAVEN AVE & W 177 ST,10033.0,Manhattan,MN12,10.0,40.84831673,-73.94205395,POINT (-73.94205395 40.84831673),44604.01520397382
R4756,ERS,BEDELL ST & AMBOY RD,10309.0,Staten Island,SI03,51.0,40.52093005,-74.21735501,POINT (-74.21735501 40.52093005),111571.00833082922
M0537,ERS,WASHINGTON ST & JANE ST,10014.0,Manhattan,MN02,3.0,40.73814169,-74.00815391,POINT (-74.00815391 40.73814169),37548.344238545076
B0518,ERS,HENRY ST & CARROLL ST,11231.0,Brooklyn,BK06,39.0,40.68213315,-74.0003716,POINT (-74.0003716 40.68213315),35319.20645555905
R1673,ERS,BOGERT AVE & MORSE AVE,10314.0,Staten Island,SI02,50.0,40.59902549,-74.11781606,POINT (-74.11781606 40.59902549),72271.80065818859
